lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,room_type_reserved,type_of_meal_plan,booking_status
66,3,1253,11,3,4,3,0,0,0,1
67,0,73,2,13,4,1,2,0,3,1
92,1,1244,4,7,4,3,0,0,0,1
40,0,292,10,5,3,1,1,0,0,1
54,0,1268,11,6,2,3,2,3,0,1
70,1,1085,10,22,4,3,0,0,0,1
2,1,2306,2,7,4,0,1,3,0,1
189,1,1711,8,15,4,4,1,0,1,0
0,4,0,10,6,1,1,0,0,0,1
11,1,2914,6,20,4,1,1,3,0,0
8,0,780,12,4,4,2,1,0,0,1
16,0,1302,9,11,3,1,2,0,0,1
31,1,1751,8,30,4,3,0,0,3,1
11,2,1857,2,3,4,2,0,0,0,1
28,1,3438,9,13,4,2,0,5,0,1
33,1,901,3,2,4,4,0,0,0,0
94,0,2225,7,21,4,3,1,3,0,1
1,0,1302,11,26,4,1,0,0,0,1
104,1,497,4,18,4,3,1,0,0,0
95,1,3216,11,7,4,2,1,3,0,1
232,0,613,12,24,3,3,2,0,3,1
2,0,1268,12,11,4,1,0,0,3,1
104,2,368,8,11,4,3,0,1,0,1
59,0,952,5,8,3,1,2,0,0,1
5,1,1249,11,15,4,2,2,0,0,1
2,0,1155,10,13,3,3,0,0,1,1
18,1,2964,10,21,4,1,0,0,0,1
11,1,249,2,13,4,1,2,0,0,1
29,1,286,12,1,4,3,1,0,0,1
9,2,3087,8,8,4,2,1,0,0,1
56,0,268,3,12,4,2,2,0,0,0
38,1,1185,2,22,4,1,1,3,0,1
40,2,1286,10,5,4,2,1,0,0,1
69,0,2803,9,17,4,1,0,3,0,0
184,2,3018,8,17,4,1,0,0,1,0
12,1,682,9,7,4,3,1,3,0,1
36,1,818,10,21,4,4,1,1,0,1
207,3,771,10,20,4,3,2,0,0,1
10,0,937,2,13,3,2,2,0,0,1
100,2,737,11,17,4,3,0,0,3,0
3,0,292,10,12,2,0,1,0,0,0
192,1,1369,8,26,3,3,2,0,0,1
78,2,1340,11,26,4,1,0,0,0,1
9,1,0,9,7,1,1,0,1,0,1
346,0,6,9,13,4,2,0,0,1,0
21,0,2044,2,29,4,0,1,3,0,1
36,2,1079,6,1,4,1,0,0,3,1
266,1,1353,12,30,4,2,0,0,0,1
16,1,1497,5,30,4,3,1,0,0,1
102,1,1751,10,9,4,0,1,0,3,1
3,0,737,8,17,2,5,1,0,0,0
88,1,2329,7,5,4,5,2,3,0,1
68,0,706,2,13,4,1,1,0,0,0
4,0,800,2,5,4,2,2,0,3,0
81,0,794,10,16,3,3,2,0,0,1
97,1,268,7,3,3,2,0,0,0,0
107,1,2309,8,20,4,1,2,0,0,1
6,0,1038,7,19,4,2,0,0,3,0
72,0,238,3,24,3,3,1,0,0,1
237,0,779,12,28,4,5,2,0,0,0
4,0,292,11,9,2,0,1,0,0,1
37,0,1047,12,8,4,3,0,0,3,0
42,1,1377,10,2,4,1,2,0,0,1
111,1,2177,7,16,4,1,0,0,0,1
277,4,205,11,13,4,1,2,0,0,1
2,0,140,2,14,3,5,2,0,0,1
14,0,3110,12,2,4,1,0,5,0,1
190,0,2133,9,26,4,3,1,0,0,0
15,0,1409,4,14,4,1,0,0,3,1
104,1,1659,7,19,4,1,0,0,0,1
1,0,683,1,22,4,2,0,3,0,1
3,1,1851,8,25,4,3,1,3,0,1
7,1,435,10,17,4,1,1,0,3,1
119,0,2430,9,2,4,3,2,0,0,0
140,0,850,8,9,3,5,0,3,0,1
106,1,962,4,28,4,3,0,3,0,1
12,1,2967,9,28,4,2,0,4,0,1
182,0,2305,9,20,4,4,0,0,0,0
279,0,554,12,21,4,4,0,0,0,0
21,1,3025,5,4,4,1,0,3,0,1
59,2,2366,12,13,4,5,0,3,1,1
44,0,1316,9,21,4,1,1,0,0,1
11,0,619,11,18,4,14,6,0,3,0
0,0,686,8,30,4,2,0,0,3,1
116,1,1885,5,12,4,3,2,0,0,1
177,1,1447,7,19,4,3,0,0,0,1
74,0,2668,7,22,4,2,1,3,0,1
133,2,2157,7,6,4,4,0,3,0,1
26,1,2133,6,17,4,1,0,0,0,1
53,2,2537,6,28,4,5,0,0,0,1
111,1,1257,5,9,4,3,1,0,3,1
144,0,2835,10,5,4,5,2,3,0,0
238,0,1001,12,31,4,1,2,0,0,0
12,2,690,11,22,4,4,0,0,3,1
5,2,1652,8,16,4,1,2,0,0,1
7,1,1444,3,16,4,3,0,3,0,1
97,0,3214,10,21,4,3,2,5,0,0
4,0,1011,2,7,3,0,2,0,0,1
134,0,1659,5,5,4,2,0,0,0,0
5,1,3201,9,13,4,3,0,3,0,1
184,1,1988,6,6,4,5,1,3,0,0
15,1,1251,6,2,4,3,1,0,3,1
63,1,1096,11,10,4,3,0,0,0,0
221,0,1003,8,10,4,3,0,1,0,0
1,0,2393,12,30,4,1,0,0,0,1
35,2,576,12,2,4,2,2,0,3,1
135,2,1286,5,22,4,0,2,0,3,1
7,0,1682,7,6,2,2,0,4,0,1
25,1,2520,9,15,4,3,2,0,3,0
106,2,2430,8,9,4,3,0,3,0,1
220,0,1682,10,3,2,2,1,4,0,0
4,0,2914,4,6,4,1,0,3,0,0
26,0,937,7,3,3,3,2,0,0,1
2,0,290,11,30,3,0,1,0,0,1
1,1,1785,2,12,4,1,0,0,0,1
179,1,1152,7,23,4,4,2,0,0,1
109,1,644,7,11,4,1,2,0,0,0
14,2,569,9,2,4,5,2,3,0,1
50,0,201,11,11,3,3,0,3,0,1
124,1,1353,6,27,4,2,1,0,0,1
26,1,1614,11,19,4,1,1,0,0,0
83,0,59,3,12,3,4,2,0,0,1
40,1,1900,8,28,4,1,2,0,0,1
2,0,2914,5,5,4,1,0,3,0,1
1,1,1047,7,21,2,1,0,0,0,1
4,1,2704,5,23,3,0,1,0,3,1
14,1,1851,6,8,3,4,0,0,0,1
48,0,582,11,6,3,3,2,0,0,1
177,0,866,7,27,4,2,0,3,0,0
105,2,2453,10,6,4,5,2,3,0,1
72,0,450,11,18,4,2,2,0,0,1
186,0,1979,4,22,3,2,1,0,0,0
28,0,3372,5,17,4,3,0,5,0,0
68,0,737,12,22,4,2,0,0,3,0
159,0,1958,8,8,4,2,1,0,0,0
75,1,2626,5,2,4,2,1,3,0,0
47,2,2979,7,17,4,3,2,3,0,1
57,0,1656,4,22,4,5,2,4,0,1
211,0,1152,8,25,4,3,1,0,0,0
29,1,2830,8,26,4,2,1,3,0,1
277,0,1481,9,12,4,4,1,0,0,0
2,1,920,2,22,4,3,1,0,0,1
157,0,1286,8,3,4,1,0,0,3,0
158,1,1450,7,3,4,3,2,0,0,1
228,0,1042,10,30,4,1,2,0,0,0
17,3,2640,6,13,4,3,1,3,0,1
157,1,371,12,8,3,3,0,0,0,1
39,1,457,11,12,4,11,5,0,3,0
4,1,2602,7,8,4,2,1,0,3,1
41,2,1265,11,12,4,2,2,0,0,1
66,1,1755,5,14,4,1,2,3,0,1
9,2,1114,8,23,4,3,2,0,0,1
0,1,292,3,9,2,1,0,0,0,1
39,0,2317,5,13,4,2,1,1,0,1
180,0,1152,8,27,3,5,2,3,0,1
12,0,3130,12,10,4,1,2,5,0,1
45,2,3404,7,27,4,1,0,6,0,1
79,0,2579,12,26,4,3,1,3,1,0
64,2,737,11,20,4,2,0,0,0,1
68,1,706,2,13,4,1,1,0,0,1
200,0,2373,9,20,4,8,2,0,0,0
126,0,987,8,8,3,2,1,0,0,1
113,0,2103,9,7,3,4,1,0,0,0
16,0,277,2,5,4,2,1,3,0,1
0,2,0,3,21,1,1,1,5,0,1
179,1,644,8,23,4,3,2,0,0,1
63,1,547,11,3,4,3,0,0,3,1
2,1,2481,2,8,4,4,1,3,0,1
156,0,497,8,8,3,5,1,0,0,1
3,0,355,12,22,4,7,2,0,0,1
115,0,201,2,27,3,3,2,0,0,0
7,0,2491,8,27,4,1,1,0,0,1
89,1,2803,9,16,4,2,2,3,0,1
59,1,1151,3,31,4,3,0,0,0,1
175,0,1659,8,2,4,3,0,0,0,0
4,1,2005,9,22,3,3,0,0,0,1
55,4,1544,10,13,4,3,0,3,0,1
1,0,7,12,23,4,3,0,1,0,1
20,3,3425,7,6,4,1,0,5,0,1
82,1,1450,4,9,4,4,2,3,0,1
184,1,3018,8,17,4,1,0,0,1,0
3,0,292,12,14,2,0,1,0,0,1
13,1,3142,10,9,4,1,2,0,0,1
256,1,1979,6,15,3,1,0,0,1,0
58,2,1797,12,28,4,4,1,0,0,1
48,1,255,4,1,4,3,2,0,3,1
6,0,2785,12,18,4,1,2,5,0,1
1,2,1340,8,10,4,0,1,0,3,1
110,0,22,7,25,3,1,2,0,1,1
112,0,2422,12,27,4,3,0,3,0,0
1,1,2796,9,1,4,1,0,0,3,1
27,2,1148,5,22,4,2,2,0,0,1
182,1,2136,10,12,3,1,0,0,0,0
17,0,1234,2,12,4,2,1,0,0,0
60,0,479,4,11,4,3,1,0,0,1
157,0,497,7,7,3,3,1,0,0,1
83,1,737,11,19,4,1,1,0,3,1
88,0,2007,6,10,4,2,1,0,3,0
6,0,1351,12,7,4,0,1,1,0,1
121,1,2377,9,24,4,2,2,0,0,1
5,0,292,10,5,2,0,1,0,0,1
198,0,1003,7,17,4,0,1,1,0,0
24,1,2602,9,16,4,2,0,0,3,1
226,1,1223,12,31,4,3,2,3,0,0
73,1,1931,10,6,4,1,0,0,0,1
214,0,1594,10,7,4,2,1,0,0,0
82,0,2682,6,14,4,1,0,0,3,0
134,1,1940,7,13,4,9,3,3,0,1
2,0,268,11,4,3,4,0,0,0,1
158,1,1152,8,25,4,3,1,0,0,1
20,0,2914,6,7,4,1,0,3,0,0
70,0,1085,4,14,4,3,1,0,3,0
122,0,794,9,11,3,4,2,0,0,1
76,0,284,9,15,3,3,0,0,0,1
35,1,1724,6,21,4,2,0,0,0,1
143,1,2305,9,5,4,2,1,0,0,1
103,0,143,8,22,4,5,2,0,0,1
87,0,1085,9,18,4,2,1,0,0,0
92,2,1604,12,7,4,4,0,0,0,1
11,0,937,7,25,3,4,1,0,0,1
0,2,1781,12,7,4,4,0,3,0,1
5,0,1857,12,29,4,1,0,0,0,1
16,1,2079,2,19,3,2,1,0,0,1
119,1,1958,8,16,4,2,0,0,0,1
53,1,1724,10,29,4,1,1,0,0,0
51,0,737,11,12,4,1,1,0,3,0
25,2,1716,2,26,4,2,2,3,0,1
4,0,1682,3,7,3,3,1,0,1,1
134,0,737,11,12,4,1,2,0,3,0
51,0,1114,11,3,4,3,1,0,0,0
9,0,2114,9,22,4,1,0,0,3,1
183,0,1152,8,27,4,2,2,0,0,0
205,0,1152,7,24,4,2,2,0,0,0
151,0,449,1,19,3,3,0,0,0,1
64,2,2786,8,29,4,4,1,0,0,0
185,0,1316,11,15,4,3,0,3,0,0
98,1,195,12,29,3,3,0,0,0,1
14,0,2539,8,16,4,2,0,0,0,0
116,1,1804,5,12,4,3,1,0,0,1
6,1,1022,10,30,4,2,1,0,0,1
23,0,1407,4,10,4,2,2,0,3,0
41,0,474,3,8,4,5,2,0,3,1
73,0,952,3,18,4,2,0,0,3,1
6,0,3492,8,13,4,1,0,5,1,0
77,3,2316,9,21,4,3,0,1,0,1
37,0,250,3,11,3,2,1,0,0,1
145,0,1286,8,29,4,1,2,0,1,0
78,0,49,3,7,3,3,1,0,0,1
86,1,2305,6,17,4,3,2,0,0,1
132,2,1972,7,2,4,5,2,0,0,0
253,3,1085,9,12,4,5,2,0,0,1
149,0,2103,8,20,4,1,2,3,0,0
37,0,1659,4,11,4,1,1,0,0,0
107,1,2393,5,7,4,1,2,0,0,0
10,0,2557,3,29,4,1,0,3,0,0
0,0,1505,3,21,4,0,1,0,0,0
225,0,2815,12,29,4,3,2,5,0,1
79,2,2288,12,9,4,2,1,3,0,1
116,0,1340,2,28,3,1,2,0,0,1
4,1,2866,8,27,4,1,0,5,0,1
14,3,3033,9,7,4,5,1,5,0,1
0,1,1706,8,22,4,1,2,0,0,1
3,1,1840,12,24,4,2,2,4,0,1
0,0,1780,5,10,3,3,0,0,0,1
11,1,2415,10,3,4,1,1,3,0,1
86,2,3335,7,15,4,2,0,6,0,1
56,0,1382,11,11,4,2,0,0,0,1
29,1,2411,7,18,4,3,1,0,0,1
19,1,1984,10,29,4,5,2,3,0,1
0,2,0,5,4,1,1,0,3,0,1
2,1,3046,7,1,4,1,0,0,0,1
140,1,2103,10,3,4,3,1,0,0,1
225,2,2133,9,14,4,4,0,0,0,0
29,0,192,9,17,3,5,2,3,0,1
47,2,876,10,2,4,0,2,0,3,1
148,1,3191,8,15,4,3,1,5,0,1
26,1,2079,3,7,3,3,1,0,0,1
2,1,1979,9,2,4,1,0,3,3,1
57,0,1155,9,16,3,2,0,0,1,1
159,0,2091,8,5,4,1,0,0,0,0
4,0,292,12,8,2,2,0,0,0,1
44,0,1613,3,17,4,2,0,3,0,1
0,1,1407,8,8,4,1,0,0,0,1
80,0,1724,6,26,4,3,2,0,0,1
45,2,1286,10,22,4,3,0,0,0,1
11,0,937,10,18,3,2,2,0,0,1
25,1,1302,10,10,3,1,1,0,0,1
37,0,952,9,25,3,0,1,0,0,1
1,0,1471,1,27,4,1,0,0,0,1
89,1,3058,9,20,4,3,0,3,0,1
196,0,2201,10,8,4,1,1,3,0,0
39,0,1491,8,28,4,3,2,0,3,1
27,0,2539,9,19,3,0,1,0,0,0
157,2,1689,3,24,4,3,1,0,0,0
0,0,1302,3,1,3,1,0,0,0,1
237,0,1321,12,28,4,5,2,0,0,0
33,1,2892,3,25,4,2,2,3,0,1
65,0,794,4,27,3,4,0,0,0,1
5,1,2899,8,31,4,3,1,5,0,1
16,1,3107,7,31,4,1,2,3,0,1
18,1,2638,6,2,4,3,1,3,0,1
169,0,2576,8,22,4,1,1,0,0,0
81,1,1594,7,3,4,1,2,0,3,0
1,0,582,1,15,4,1,0,0,3,1
231,1,1481,9,11,4,2,2,1,0,0
80,2,1253,11,18,4,2,1,0,0,1
0,0,731,1,19,4,2,0,0,0,1
18,0,2164,6,8,4,2,0,0,0,0
208,0,899,10,3,4,0,1,0,0,0
151,1,2440,7,14,4,8,2,3,0,0
79,0,1023,4,2,4,1,1,0,0,0
32,2,1038,12,14,4,3,0,3,0,1
79,3,1353,4,15,4,2,1,0,0,1
31,1,1941,8,15,4,2,1,0,0,1
161,0,1652,3,25,4,2,1,0,1,0
113,0,582,6,4,3,1,1,0,0,1
86,0,880,10,29,4,2,2,0,0,1
49,0,1111,9,6,4,3,0,0,3,0
0,0,582,11,7,2,1,1,0,0,1
36,0,2288,9,5,4,0,1,0,0,0
377,0,1114,10,14,4,2,0,0,1,0
0,0,1114,8,21,4,2,1,0,0,0
154,2,2835,10,17,4,3,1,3,0,0
64,2,2720,9,18,4,1,2,0,0,1
3,0,292,5,30,2,2,1,0,0,1
0,0,1302,1,2,4,1,0,0,3,1
56,0,289,3,5,4,3,2,0,3,1
44,0,1295,11,2,4,4,0,0,0,1
31,0,661,2,4,2,1,0,0,0,1
258,0,1819,10,16,4,0,1,0,0,0
2,1,731,2,13,4,1,0,0,3,0
5,1,2602,8,27,4,1,0,0,3,0
72,1,850,3,8,4,4,0,3,0,0
47,0,794,10,16,3,2,2,0,0,1
27,0,1302,5,9,3,2,1,0,0,1
70,2,576,12,3,4,2,2,0,3,1
63,2,2232,10,24,4,3,1,3,1,1
3,2,3106,7,12,4,2,0,0,0,1
13,1,731,12,17,2,2,0,0,0,1
43,0,205,1,15,4,2,1,0,0,0
303,3,1659,10,27,4,3,0,3,0,1
152,0,1434,8,23,4,5,2,0,0,0
94,1,317,11,13,4,4,2,0,0,1
34,0,644,6,28,3,3,0,0,0,1
12,2,1114,8,29,4,1,0,0,0,1
3,0,1302,11,10,0,2,0,3,0,1
56,0,351,12,16,4,2,2,0,3,0
9,2,957,12,5,4,1,2,0,0,1
1,0,1703,8,11,4,10,3,0,0,0
54,0,2177,4,30,4,1,1,0,0,0
79,0,644,4,2,4,1,1,0,3,0
55,0,731,7,7,2,1,0,0,0,0
44,1,1438,8,31,4,3,0,0,3,1
114,0,1958,8,6,4,2,2,0,0,1
157,0,1958,8,13,4,1,0,0,0,0
12,0,1168,11,3,4,4,0,3,0,1
102,0,1875,8,28,4,12,6,0,3,0
61,1,1415,9,15,4,1,0,0,0,1
36,1,2667,11,8,4,2,0,0,3,1
117,1,1399,6,28,4,4,0,1,3,1
12,0,484,3,19,3,2,2,0,3,1
1,1,2420,4,27,4,2,0,0,0,1
11,1,2246,9,2,4,2,0,0,3,1
17,1,2186,10,2,4,2,2,3,0,1
3,0,320,1,22,2,1,0,0,0,1
51,1,2268,9,9,4,2,0,0,3,1
33,1,2848,8,11,4,1,0,0,0,1
0,2,2362,6,18,4,1,0,0,3,1
126,0,2405,8,6,4,1,2,0,0,0
4,1,345,4,18,2,1,1,0,0,1
1,1,1302,10,14,2,1,0,0,0,1
113,0,775,5,10,4,5,2,0,0,0
0,1,0,9,28,1,1,0,3,0,1
133,3,2103,9,27,4,4,0,0,3,1
203,0,952,10,24,4,5,2,0,3,0
31,2,2305,6,12,4,3,2,0,0,1
20,0,2914,5,11,4,1,0,3,0,0
49,0,2848,8,15,4,2,1,0,0,0
48,1,1058,12,4,4,3,2,0,0,1
39,1,2467,12,27,4,1,0,0,0,1
43,0,952,8,31,3,4,0,0,0,1
112,1,2754,8,9,4,3,0,3,0,1
16,2,3029,11,6,4,3,2,0,0,1
11,0,784,12,25,4,2,1,1,0,1
9,2,2866,8,17,4,2,1,0,0,1
0,0,292,5,4,2,2,0,0,0,1
174,0,1804,9,4,4,2,2,0,3,0
41,1,201,11,8,3,3,2,3,0,1
37,0,1988,6,26,4,1,2,0,0,0
149,0,2322,7,20,4,3,0,0,0,0
60,1,2457,9,5,4,5,1,3,0,0
108,1,2754,8,6,4,5,2,3,0,1
135,2,1114,11,5,4,1,1,0,0,1
126,2,2754,7,23,4,1,0,3,0,1
100,1,2225,7,22,4,2,0,3,0,1
81,0,420,3,25,3,2,2,0,0,1
44,1,2803,9,27,4,2,0,3,0,0
97,1,576,11,27,4,2,2,0,3,0
29,1,1567,4,15,4,3,2,0,0,1
64,1,1286,4,13,4,2,0,0,3,1
0,0,2136,10,29,4,1,0,0,0,1
37,2,1587,6,22,4,1,0,0,0,1
85,0,3223,6,30,4,1,0,5,0,0
11,2,794,11,16,4,4,0,0,3,1
16,1,2420,7,28,4,2,0,0,0,0
20,0,345,10,13,2,1,0,0,0,1
22,1,2775,12,29,4,3,0,3,0,1
213,0,1682,9,26,2,2,1,4,0,0
20,0,253,2,10,4,4,0,0,3,0
51,1,1751,10,5,4,2,0,0,3,0
144,0,1399,7,6,4,4,0,0,3,0
111,0,660,4,18,4,4,1,1,0,1
29,0,290,3,23,3,3,0,0,3,1
30,3,3300,6,18,4,1,2,5,0,1
0,1,731,2,26,4,1,0,0,3,1
2,1,1494,11,21,4,2,1,0,0,1
5,2,0,8,24,1,1,0,0,0,1
16,0,731,2,17,4,4,0,0,3,0
208,1,800,12,27,3,1,0,0,0,1
8,1,501,12,6,4,2,0,0,0,1
0,2,2938,9,23,4,2,0,0,0,1
28,2,2694,7,8,4,2,2,0,0,1
23,1,1283,10,2,4,3,2,0,3,1
151,2,1647,10,23,4,2,2,0,0,0
101,1,2103,10,7,4,2,1,0,0,1
158,1,1234,2,27,3,2,2,3,0,1
0,0,731,11,29,2,1,0,0,0,1
0,0,731,2,6,4,1,0,0,0,1
81,1,1879,4,24,4,2,2,3,1,1
82,2,497,11,2,4,2,1,0,0,1
133,0,2177,7,28,4,2,0,0,0,1
35,0,422,2,15,4,1,1,1,0,1
3,0,292,9,27,2,0,2,0,0,1
39,1,781,2,11,4,3,2,0,0,1
2,0,275,3,28,4,0,1,0,3,1
71,1,1019,4,3,4,2,2,0,0,1
11,0,576,3,11,3,2,0,0,0,1
176,0,2268,9,8,4,3,0,0,0,0
86,1,1050,11,30,4,1,0,0,0,1
97,0,644,8,11,4,2,0,0,0,0
42,0,246,3,25,3,2,1,0,3,1
22,1,2136,9,8,4,1,0,3,0,1
5,0,2938,10,3,4,1,1,0,0,1
26,1,2109,10,16,4,3,2,0,3,0
13,0,3101,2,9,4,6,2,5,0,1
46,0,937,3,21,3,2,1,0,0,0
83,0,640,3,18,4,5,2,0,0,0
221,1,513,8,12,4,2,2,3,0,1
206,1,1445,8,28,4,5,2,0,0,0
63,1,518,3,11,4,2,1,0,0,1
87,2,1253,12,16,4,2,0,0,0,1
120,0,497,7,20,3,4,0,0,0,0
6,0,1444,5,9,2,2,1,0,0,1
4,0,320,2,14,2,1,2,0,0,1
12,1,292,6,14,2,2,0,0,0,1
67,1,1500,3,26,3,1,2,0,0,1
17,0,1011,2,21,3,1,2,0,0,1
18,0,1077,6,23,4,1,0,0,3,1
106,0,1762,7,11,4,2,1,0,0,0
125,0,1114,12,2,4,1,0,0,0,1
1,2,2520,12,31,4,1,0,0,0,1
0,1,1692,12,27,4,1,0,0,1,1
20,2,3356,7,29,4,2,0,6,0,1
35,1,2840,10,11,4,3,0,3,0,0
170,0,1954,9,29,4,5,2,0,0,0
50,1,1751,11,3,4,3,1,0,0,0
17,1,2580,9,18,4,2,2,0,0,1
114,0,2393,10,13,3,2,0,2,0,1
142,0,2754,8,11,4,3,0,3,0,0
12,2,1114,8,27,4,3,2,0,0,1
10,0,11,11,13,4,2,0,0,0,1
145,1,952,6,27,4,0,1,0,3,1
18,1,2467,9,22,4,3,0,0,0,1
123,0,1749,5,4,4,4,0,3,0,0
256,1,1351,8,7,4,2,2,1,0,1
3,1,0,2,26,4,0,0,0,0,1
101,1,1659,6,27,4,1,1,0,0,1
4,1,1900,4,8,4,2,2,0,0,1
1,1,1474,10,12,4,2,0,0,3,1
137,0,885,8,17,3,4,1,0,1,1
110,1,372,5,2,4,2,1,0,3,1
10,0,2866,8,23,4,0,1,5,0,1
13,2,1438,5,8,4,0,2,0,3,1
96,2,3240,7,12,4,4,0,3,1,1
77,0,1024,3,22,4,5,2,0,0,1
162,1,1311,5,4,3,4,0,0,0,1
15,2,3411,7,26,4,3,0,6,0,1
20,0,1114,9,18,3,2,2,0,0,0
7,1,345,8,23,2,3,0,0,0,1
219,1,2722,9,13,4,2,0,0,0,0
80,2,2803,9,17,4,3,2,3,0,1
43,0,997,2,17,4,3,0,4,0,0
0,0,2964,9,27,2,1,0,3,0,1
25,2,2914,4,30,4,1,0,3,0,1
36,0,1614,12,9,4,2,0,0,0,0
63,0,3058,8,8,4,0,1,3,0,0
5,1,1785,3,14,4,3,1,0,0,1
0,0,2580,8,12,4,3,0,0,0,1
114,0,31,3,23,3,3,0,0,0,1
19,1,2833,7,25,4,0,1,0,0,0
8,1,2775,8,9,4,4,0,0,3,1
62,0,1594,4,7,4,2,0,0,3,1
144,1,1353,6,27,4,2,1,0,0,1
24,2,402,1,6,4,4,1,0,0,1
28,2,2769,10,4,4,3,0,0,0,1
77,1,1818,12,31,4,3,0,0,0,1
79,1,366,4,4,4,5,1,0,0,1
216,0,582,4,24,3,3,2,3,0,1
67,2,830,11,20,4,2,0,3,0,1
160,0,479,7,25,4,5,3,0,0,0
88,0,1068,3,23,4,4,0,0,0,1
25,0,1369,11,25,4,2,2,3,0,0
119,0,1151,4,15,4,2,0,0,0,0
23,2,2972,6,17,4,2,0,3,0,1
45,1,1305,6,26,4,1,2,0,3,1
24,1,2362,5,2,4,2,1,0,3,1
39,0,0,8,14,4,2,0,0,1,1
76,0,2430,7,2,4,1,0,3,0,0
7,0,1302,10,18,2,1,0,0,0,1
133,1,497,12,28,4,3,1,0,0,0
71,0,497,10,11,3,3,0,0,0,1
15,0,1857,5,29,4,0,2,0,0,0
0,0,1682,2,13,4,1,0,3,0,1
0,1,642,6,27,4,4,1,0,0,1
42,1,1631,11,16,4,4,1,0,0,1
36,1,2288,9,1,4,1,0,0,0,0
36,2,2786,10,3,4,1,1,3,0,1
0,1,2833,7,12,4,1,0,0,0,1
61,0,1200,5,11,4,4,0,0,0,0
10,1,2068,9,3,4,3,0,0,0,1
120,0,497,8,2,3,4,0,0,0,1
37,1,2177,4,29,4,2,1,0,0,1
112,0,1469,5,7,4,1,1,0,3,1
82,1,1958,7,1,4,4,2,0,0,1
107,0,1659,7,13,4,4,1,0,0,0
209,1,1409,10,5,4,3,0,0,3,0
110,1,1531,5,5,4,3,1,0,3,1
1,1,1438,7,20,4,1,0,0,3,1
61,0,582,11,19,3,1,2,0,0,1
168,0,2394,8,1,4,4,1,3,0,0
235,1,1576,9,13,4,4,0,0,0,0
129,1,2177,5,13,4,2,1,3,0,1
153,1,1972,8,20,4,3,2,0,0,0
189,2,1811,8,20,4,5,2,3,0,0
21,0,1616,3,1,4,2,0,0,0,1
13,2,2288,10,19,4,1,1,0,0,1
175,1,1493,8,16,4,5,2,0,0,0
243,0,1630,9,9,4,2,1,0,3,0
66,0,1885,12,31,4,3,2,0,0,1
202,0,1003,7,21,4,1,0,1,0,0
187,0,992,7,7,4,2,0,1,0,0
47,0,3015,8,23,4,5,1,3,0,1
120,0,2177,7,14,4,2,0,0,0,0
118,1,1415,10,16,4,2,1,0,0,1
49,1,1989,9,5,4,2,1,3,0,0
2,1,2796,10,15,4,1,0,0,3,1
22,0,2446,12,29,4,4,0,3,0,1
116,0,1782,5,7,4,1,0,0,0,0
1,2,751,12,20,4,1,0,0,3,1
35,2,2942,10,3,4,3,1,3,0,1
76,1,2626,5,12,4,3,0,3,0,1
193,1,514,10,19,3,4,0,0,0,1
64,1,2803,9,16,4,2,0,3,0,1
92,1,644,4,6,4,1,0,0,3,1
81,1,2007,5,3,4,2,0,0,3,0
34,0,582,10,25,3,3,2,3,0,1
21,0,566,11,16,4,3,0,3,0,1
18,0,3292,4,22,4,1,0,5,0,0
50,1,2537,9,8,4,3,1,0,0,0
4,1,1239,4,15,4,2,1,0,0,1
12,1,1034,11,18,4,2,2,0,3,1
152,0,2116,7,5,4,5,1,3,0,0
0,2,2467,8,11,4,3,0,0,0,1
121,1,2362,5,2,4,0,1,0,3,1
76,1,3029,12,5,4,2,1,5,0,1
71,1,2721,11,10,4,2,0,0,3,1
19,2,1155,2,15,4,4,1,0,0,0
3,1,3064,8,26,4,2,0,0,0,1
124,0,1958,8,7,4,1,2,0,0,0
182,1,1398,9,3,4,1,0,0,0,0
81,1,1958,7,4,4,4,1,0,0,1
133,1,2310,5,24,4,5,1,3,0,1
261,1,758,12,26,4,5,1,0,0,0
99,1,794,4,27,3,6,2,0,0,1
61,0,1286,7,26,4,2,0,0,3,0
2,1,3159,8,9,4,2,0,0,0,1
7,2,1857,2,23,4,4,0,0,0,1
33,0,463,3,13,4,2,2,0,3,0
66,1,731,12,24,4,1,2,3,0,1
39,0,2768,11,7,4,3,1,0,0,0
2,1,292,3,30,2,3,0,0,0,1
3,1,800,2,12,4,2,0,0,3,1
7,2,2656,5,29,4,3,2,3,0,1
18,2,661,1,30,4,1,1,0,3,1
24,1,1297,9,25,4,3,2,3,0,1
124,1,1659,8,1,4,3,1,0,0,1
0,0,582,9,21,3,2,1,3,0,1
256,1,1886,6,15,4,2,0,0,1,0
40,1,1659,4,11,4,2,1,0,0,1
137,1,1114,12,9,4,2,1,0,0,1
60,0,2461,7,4,4,1,1,0,0,0
56,1,1494,11,11,4,2,1,0,0,0
0,0,1979,7,31,4,0,1,3,0,1
99,0,355,3,17,4,2,0,0,3,1
18,0,2415,12,12,4,3,1,3,0,1
259,0,1077,10,5,4,4,0,0,0,0
120,0,1391,6,30,4,2,0,1,0,1
32,0,1953,12,4,4,0,2,3,0,1
40,1,3336,8,13,4,1,1,6,0,1
34,0,2704,10,5,4,2,0,4,0,1
0,0,2580,8,12,4,2,0,0,0,0
3,2,2229,9,7,4,1,1,0,0,1
214,1,794,9,23,3,2,1,0,0,1
